יוצא מידי
שהיא אינה
יכולה 0.04808
אלא 0.04063
רוצה 0.02348
יודעת 0.02305
מסוגלת 0.01289

שאנו עומדים
לפני 0.04904
בפני 0.04608
כאן 0.01436
עתה 0.00887
עכשיו 0.00872

אגודת הסופרים
העברים 0.21883
העבריים 0.03216
ליד 0.02712
בישראל 0.01872
והעתונאים 0.00686

ביום שבת
קודש 0.11954
קדש 0.0296
בבוקר 0.01436
ומועד 0.00723
הגדול 0.00486

ביום ששי
בבוקר 0.02618
בערב 0.01567
לפנות 0.0148
בשבת 0.01066
בשבוע 0.0087

שלא הלך
בעצת 0.04289
בדרך 0.03306
בדרכי 0.01573
לבית 0.01255
היכן 0.01105

— איך
אפשר 0.06111
אתה 0.02055
אני 0.01372
יכול 0.01347
הם 0.01251

— אלא
גם 0.08366
משום 0.01178
רק 0.01149
מפני 0.01042
שהוא 0.00776

אלא מחמת
שהוא 0.01197
עצמו 0.01086
שלא 0.01083
אונס 0.00884
יראה 0.00768

— אני
רוצה 0.02778
אומר 0.02538
חושב 0.01764
רואה 0.01734
מקווה 0.00883

— אנו
מוצאים 0.05208
רואים 0.03515
יכולים 0.02103
למדים 0.01999
יודעים 0.01878

— אמר
רבי 0.04
האיש 0.00927
פעם 0.0073
הרב 0.0066
בקול 0.00575

בד בבד
גם 0.01023
יהיה 0.00522
ועוסקים 0.00363
הם 0.00268
החלו 0.00231

ראוי שיהיה
האדם 0.01689
נמצא 0.01396
נקרא 0.01038
נברא 0.00856
לאדם 0.00575

בדיוק כפי
שהוא 0.03988
שהיה 0.03977
שהיא 0.02084
שהם 0.01952
שאני 0.01401

מדוע אתה
יושב 0.05514
עובר 0.03717
אומר 0.02416
רוצה 0.02093
חושב 0.01941

חיי היהודים
בגולה 0.02077
בארץ 0.01912
בפולין 0.01638
בארצות 0.01317
ברוסיה 0.01149

עשר שנות
מאסר 0.07083
לימוד 0.03609
עבודה 0.03505
נישואין 0.03032
קיומה 0.02338

משה מונטיפיורי
בארץ 0.01211
בשנת 0.01139
ורעיתו 0.00737
ואשתו 0.00587
בירושלים 0.0057

עשר שנים
לאחר 0.02454
לפני 0.01471
קודם 0.0134
רצופות 0.0083
ויותר 0.00804

לגבי התקופה
שלאחר 0.04411
שלפני 0.04061
שקדמה 0.03295
ההיא 0.03032
הנדונה 0.03026

אנו מקבלים
עלינו 0.03162
תמונה 0.01031
גם 0.01007
שכר 0.00914
מושג 0.0081

החיים הדתיים
היהודיים 0.012
בישראל 0.01144
והחברתיים 0.01109
בארץ 0.00979
והלאומיים 0.00674

שלשים שנה
וארבע 0.07572
ומעלה 0.03105
ויותר 0.01233
בעמדו 0.01035
לפני 0.01034

למן שנות
השלושים 0.10692
העשרים 0.08708
השמונים 0.08318
השישים 0.0804
השבעים 0.07824

בעולם היהודי
כולו 0.0286
בכלל 0.01051
והלא 0.0057
ובעולם 0.00497
— 0.00464

מדוע אני
צריך 0.03006
רוצה 0.01877
אומר 0.01865
כותב 0.01655
עושה 0.0143

החלו להגיע
ידיעות 0.03636
לארץ 0.03145
אלינו 0.02346
ארצה 0.02314
שמועות 0.01805

הדעה המקובלת
כיום 0.01529
אצל 0.01397
בקרב 0.01291
היום 0.01019
במחקר 0.00979

היום ההוא
והלאה 0.04571
יום 0.01324
יהי 0.00574
יהיה 0.00482
ועד 0.00402

דוגמה לכך
ניתן 0.02872
הם 0.02325
אפשר 0.02042
מצויה 0.01294
אנו 0.01137

הדין הגדול
והנורא 0.05197
בירושלים 0.03788
לערעורים 0.03202
שבירושלים 0.0213
שבלשכת 0.00707

יכול לומר
לך 0.02212
קים 0.01483
שלא 0.00788
הרי 0.00775
שהוא 0.00762

שינוי יסודי
במצב 0.02263
במדיניות 0.01609
במבנה 0.0151
ביחס 0.00963
חל 0.00955

כפי שעשו
רבים 0.02038
גם 0.01906
אחרים 0.01085
בעבר 0.01035
אנשי 0.00942

כפי שעשה
גם 0.01455
משה 0.01013
בעבר 0.00934
לגבי 0.00761
אברהם 0.0074

— אתה
מוצא 0.02681
רואה 0.02471
יכול 0.02301
רוצה 0.02068
מבין 0.01644

שהיה כתוב
עליה 0.0147
כאן 0.01288
בכתב 0.01086
בשטר 0.01023
לפניו 0.00831

המדיניות הבריטית
בארץ 0.08026
במזרח 0.02994
כלפי 0.02877
החדשה 0.01624
לגבי 0.0126

גם צריך
להבין 0.08253
שתדע 0.036
לדעת 0.0315
ביאור 0.02285
לומר 0.02163

ארצות ערב
השכנות 0.01112
האחרות 0.00724
— 0.00453
וישראל 0.00395
לבין 0.0035

וכאן המקום
להעיר 0.10053
לציין 0.0914
להזכיר 0.08667
להודות 0.05029
להדגיש 0.02356

ניתן אולי
לומר 0.06871
ללמוד 0.04629
למצוא 0.04613
לראות 0.04595
להסיק 0.04367

— בית
שמאי 0.04376
הכנסת 0.02949
דין 0.02668
הספר 0.02563
ספר 0.02397

כפי שעוד
נראה 0.47338
יתברר 0.03222
ניווכח 0.02528
יסופר 0.02035
יובהר 0.01347

עומד בראש
הר 0.01494
התנועה 0.01057
העם 0.01032
בית 0.00986
סולם 0.00928

ידי אנשי
כנסת 0.02002
מקצוע 0.01366
המקום 0.01357
צבא 0.01306
מדע 0.01154

— בלי
ספק 0.04522
שום 0.03194
לפגוע 0.01223
הבדל 0.01207
קשר 0.00995

צריכה לבוא
לידי 0.0454
מתוך 0.0239
מצד 0.01134
גם 0.01074
לפני 0.01001

הכפר הערבי
הנטוש 0.04383
הסמוך 0.02681
בית 0.01453
הגדול 0.01283
השכן 0.00958

רוצה לעשות
משהו 0.02347
תשובה 0.01188
באשתו 0.01027
מעשה 0.00842
מצוה 0.00793

הדרך הנכונה
ביותר 0.0134
היחידה 0.00763
לפתרון 0.00528
והישרה 0.0047
ללכת 0.00359

שלא אמר
הכתוב 0.01555
כלום 0.01309
אמת 0.01183
אלא 0.01163
רבי 0.0109

ראה פרק
ראשון 0.0314
שלישי 0.02727
רביעי 0.02442
חמישי 0.02316
שביעי 0.01481

מועד קטן
כח 0.01801
פרק 0.01745
דף 0.01314
כה 0.01199
יח 0.01182

ידי השלטון
הבריטי 0.05712
המרכזי 0.04757
הסובייטי 0.0274
התורכי 0.02386
המקומי 0.02211

יכול לדעת
מראש 0.01538
מתי 0.01143
בוודאות 0.00648
איך 0.00639
כיצד 0.0057

— האם
גם 0.016
אתה 0.01508
אפשר 0.0133
הם 0.01147
מותר 0.00924

שהרי גם
הם 0.02577
כאן 0.01165
אני 0.00889
לאחר 0.00499
אצל 0.00423

שהרי הם
עצמם 0.02011
הם 0.01059
אומרים 0.0094
יודעים 0.00747
רואים 0.00646

רוצה רק
לומר 0.01726
להעיר 0.01617
לדעת 0.01284
להוסיף 0.01279
לציין 0.01255

— הכל
תלוי 0.01356
כאן 0.01198
בהתאם 0.01071
כדי 0.01023
טוב 0.00612

— הלא
הם 0.04404
גם 0.01936
רק 0.012
זהו 0.00732
המה 0.00682

גסות הרוח
כאילו 0.03462
אמר 0.02079
לסוף 0.01909
כאלו 0.01844
ראוי 0.01512

שהרי כך
נאמר 0.03489
אמר 0.02353
כתב 0.01996
כתוב 0.01743
שנינו 0.01585

המסורת היהודית
הדתית 0.00639
העתיקה 0.00513
— 0.00448
לבין 0.00365
לדורותיה 0.00323

יכול לדבר
לפני 0.01398
רק 0.01165
אתו 0.00915
בשם 0.00872
בפני 0.00863

— הרי
הם 0.01891
גם 0.01514
אנו 0.00869
אלו 0.00767
אני 0.00762

הם דיברו
ביניהם 0.04504
עברית 0.0213
רק 0.01335
יידיש 0.01121
בשם 0.01011

שלא אכל
בשר 0.03312
ושתה 0.02787
כלל 0.01799
בזכות 0.01631
אלא 0.0162

לפני למעלה
ממאה 0.1005
מעשרים 0.05809
משנה 0.04491
משלושים 0.04252
מארבעים 0.03766

מרחיקות לכת
לגבי 0.01946
ביותר 0.00879
גם 0.0081
בתחום 0.00567
ביחס 0.00538

דין הגדול
שבירושלים 0.0455
בירושלים 0.01635
שבלשכת 0.0162
בלבד 0.0066
שבירושלם 0.00654

נראה שיש
כאן 0.08187
לפרש 0.018
להעדיף 0.01044
הבדל 0.01009
קשר 0.00997

שהיה תלמיד
חכם 0.21265
מובהק 0.05861
חבר 0.02793
הכם 0.01656
בית 0.01332

נראה שלא
רק 0.01714
ראה 0.01049
יהיה 0.00867
כך 0.00788
ניתן 0.00651

היהודים יושבי
הארץ 0.09655
העיר 0.06362
ארץ 0.05905
הערים 0.02427
הכפרים 0.02334

אלא מדעת
שניהם 0.12179
אומן 0.06122
הנשיא 0.03247
בית 0.02685
אביה 0.02096

אהל מועד
לדבר 0.01759
ואת 0.01371
מזרחה 0.00768
לשרת 0.00695
תשבו 0.00669

הלומד תורה
לשמה 0.14882
ואינו 0.06093
מרב 0.03391
בילדותו 0.03239
שלא 0.0263

מכאן אפשר
להסיק 0.17642
ללמוד 0.10414
להבין 0.08879
לראות 0.03694
אולי 0.0268

שבע מאות
שנה 0.12239
אלף 0.0531
וחמישים 0.03033
שנים 0.03012
ועשרים 0.02061

במה שאמרו
בפרק 0.01614
חז 0.01534
בגמרא 0.01391
רבותינו 0.01331
במדרש 0.01275

בהיותי בן
שש 0.07088
ארבע 0.05881
שבע 0.05204
חמש 0.05151
שמונה 0.04396

עוד מאות
שנים 0.14105
בשנים 0.123
אלפי 0.04195
אלפים 0.04187
יהודים 0.03345

מבעד לחלון
הפתוח 0.04271
המכונית 0.01052
ראיתי 0.00775
החוצה 0.00752
הרכבת 0.0074

שתי שערות
שחורות 0.02139
לבנות 0.01284
הרי 0.00818
ועד 0.00639
סמוך 0.00523

אלא שאינו
יכול 0.06144
רוצה 0.03707
ראוי 0.01397
חייב 0.0139
דומה 0.01288

במשך קרוב
לעשרים 0.05511
לשנה 0.04816
למאה 0.04598
לארבעים 0.03684
לשנתיים 0.0362

מדברי סופרים
כדי 0.0069
שלא 0.00519
אלא 0.00463
ויש 0.00423
ואינו 0.00403

— זהו
ענין 0.01068
רק 0.00967
התפקיד 0.00715
היסוד 0.00694
עניין 0.00685

קרוב מאוד
לזה 0.01255
אליו 0.01104
אליה 0.00818
לבית 0.00706
אלינו 0.00681

שמונה שנים
לאחר 0.02855
לפני 0.01969
קודם 0.0158
רצופות 0.00993
בלבד 0.00915

גבוה מעל
גבוה 0.50463
גבוהים 0.01158
הארץ 0.01039
ראשו 0.00943
כולם 0.00754

היהודים יוצאי
ארצות 0.11884
גרמניה 0.06918
רוסיה 0.06874
ספרד 0.05257
אירופה 0.04969

תמימי דעים
לגבי 0.02856
עמו 0.025
באשר 0.02435
בדבר 0.01697
בעניין 0.01383

וצריך לומר
דסבירא 0.00932
כיון 0.00892
שלא 0.00806
כתובו 0.00785
שהוא 0.00761

שהיו בימי
יהושע 0.05651
קדם 0.05281
משה 0.04185
הנביאים 0.03768
דוד 0.03451

שלא בשעת
עבודה 0.08952
הלואתו 0.04751
הלואה 0.04151
וסתה 0.03969
הדחק 0.03464

צריך לשמש
דוגמה 0.03388
יסוד 0.02038
גם 0.01853
בסיס 0.01821
דוגמא 0.01565

עלולה להביא
לידי 0.15395
לתוצאות 0.01409
לכך 0.01145
נזק 0.01046
גם 0.01032

במה שאינו
שלו 0.08806
ראוי 0.06271
חייב 0.02882
יכול 0.02722
נוגע 0.01834

צריך לשלם
שכר 0.02073
בעד 0.01883
עבור 0.01297
דמי 0.01215
רק 0.01106

שהעם היהודי
אינו 0.02361
צריך 0.01341
יהיה 0.01232
יוכל 0.00951
כולו 0.00891

רוח הקודש
שורה 0.02466
מישראל 0.00678
בבית 0.00629
אומרת 0.00364
ואמרו 0.00359

מצב היהודים
בארצות 0.02868
ברוסיה 0.02307
בעולם 0.02199
בפולין 0.02184
בארץ 0.01914

הדרך שבה
הם 0.02082
אנו 0.01507
בחר 0.00928
הלכו 0.00904
ניתן 0.0079

יוכל לעשות
תשובה 0.0121
רק 0.01077
שום 0.01074
משהו 0.00973
מאומה 0.00924

מוצא לנכון
להעיר 0.0367
לציין 0.03421
להדגיש 0.03135
להזכיר 0.02329
להביא 0.0218

עץ החיים
ועץ 0.03125
בתוך 0.00572
שהוא 0.00493
מהלך 0.00418
וכותב 0.00363

הלל אומרים
אינו 0.02517
אפילו 0.01061
מברך 0.00766
יום 0.0074
בפרוטה 0.00607

ראוי להזכיר
כאן 0.0683
גם 0.0432
בהקשר 0.01869
עוד 0.01676
במיוחד 0.01359

מאז ראשית
שנות 0.1635
המאה 0.12122
המלחמה 0.02523
ההתיישבות 0.0243
ימי 0.01985

נא גם
אתה 0.06766
ראה 0.06238
אני 0.02877
אתם 0.02724
אותי 0.01974

כמעט שאינו
קיים 0.05618
יכול 0.02688
ניכר 0.02332
מצוי 0.02115
מורגש 0.01973

מאי לאו
בהא 0.06279
אפילו 0.01623
משום 0.0155
דאמר 0.01236
תנאי 0.01194

אני הולך
למות 0.01975
לעשות 0.01385
לישון 0.01227
לבית 0.01188
בדרך 0.01099

פועלים יהודים
וערבים 0.02747
רבים 0.01258
בלבד 0.008
בארץ 0.00647
לעבודה 0.00535

פרו ץ
המלחמה 0.29204
מלחמת 0.19929
המהפכה 0.02633
המאורעות 0.02382
המרד 0.02039

העיר בידי
הגרמנים 0.06769
הצבא 0.03566
הצלבנים 0.03229
הרומאים 0.02098
הרוסים 0.01469

לרבי עקיבא
שהיה 0.02243
מגבת 0.01655
איגר 0.01537
וחבריו 0.01164
דאמר 0.01126

אני הושב
שזה 0.03325
שאני 0.02257
שהוא 0.02247
שהיא 0.01623
שיש 0.01442

אפשר לעשות
משהו 0.01571
שום 0.01139
כדי 0.01094
רק 0.00973
כלום 0.00926

משמעות רבה
לגבי 0.02548
ביותר 0.01876
לעובדה 0.01462
גם 0.01248
מאוד 0.01177

אולי הם
צודקים 0.0163
יודעים 0.01305
רק 0.01136
רוצים 0.01134
חושבים 0.01044

שאיני יכול
לעמוד 0.02498
לעשות 0.02244
לומר 0.01704
להניח 0.01451
עוד 0.01322

שמונה שעות
ביום 0.05822
עבודה 0.04466
רצופות 0.02625
ליום 0.01074
ביממה 0.00965

היהדות החרדית
בארץ 0.02403
בגרמניה 0.01478
בירושלים 0.0103
בפולין 0.0076
כולה 0.00735

כיון שבא
משה 0.0342
שלמה 0.0163
לידי 0.01622
לכלל 0.01544
לידו 0.01539

מעבר לגבול
הבינלאומי 0.00815
הרוסי 0.00712
הסורי 0.00562
— 0.00516
הפולני 0.0051

כיון שהם
באים 0.00867
עצמם 0.00844
בעצמם 0.00627
דברים 0.00586
מתים 0.00558

כיון שיש
כאן 0.03522
ספק 0.00852
בידו 0.00795
עדים 0.0077
בהן 0.00612

צריך לקבל
בפני 0.01448
אישור 0.00966
רשות 0.00885
החלטה 0.00863
החלטות 0.00742

אולי גם
אני 0.02132
משום 0.0137
הם 0.0119
כאן 0.00902
אתה 0.00742

כיון שלא
אמר 0.01257
עשה 0.01165
ידע 0.00953
רצה 0.00707
נמצא 0.00695

צריך ביאור
רחב 0.01527
מדוע 0.0135
איך 0.01108
מהו 0.00764
מאי 0.00591

בימי הביניים
המאוחרים 0.01126
ובעת 0.00877
המוקדמים 0.00698
— 0.00518
ובזמן 0.0028

רבי שלום
שכנא 0.02847
מרדכי 0.02522
שרעבי 0.02484
יוסף 0.02184
אליעזר 0.01763

תהיה לך
מחוץ 0.03708
הזדמנות 0.02429
ברירה 0.0121
עוד 0.01198
בעיה 0.01144

קידוש השם
יתברך 0.01698
הגדול 0.0062
בימי 0.00453
בשנת 0.00444
— 0.00287

רצון מלפניך
יי 0.03986
שיהא 0.02701
שלא 0.02103
יהוה 0.01643
שיכבשו 0.01316

רבי שלמה
זלמן 0.06403
בן 0.04034
אבן 0.01964
קלוגר 0.01811
הכהן 0.01332

איפה אתה
נמצא 0.05833
רוצה 0.02996
גר 0.02749
חי 0.02623
עכשיו 0.02165

עשר השנים
האחרונות 0.19346
הבאות 0.0851
הראשונות 0.08099
הקרובות 0.02497
שעברו 0.02218

בראש השנה
וביום 0.02764
ויום 0.02692
שחל 0.01244
וגזר 0.0045
בעשור 0.0042

שיש לנקוט
כדי 0.08288
כלפי 0.05507
נגד 0.02328
לשם 0.01332
בהן 0.01064

וראה גם
להלן 0.04784
לעיל 0.03398
ראה 0.01737
דבריו 0.01075
הערה 0.01068

מזרח אירופה
ומרכזה 0.01261
— 0.00517
במאה 0.0038
ומערבה 0.00377
בכלל 0.00257

לשיפור תנאי
החיים 0.12391
העבודה 0.1054
חייהם 0.07118
עבודתם 0.04109
חייו 0.03023

שאי אפשר
לומר 0.02534
שלא 0.01678
לעשות 0.01166
לאדם 0.01039
יהיה 0.00939

צריך לצאת
ידי 0.10278
לדרך 0.01587
למלחמה 0.01578
החוצה 0.01195
לעבודה 0.01062

שאלות רבות
אחרות 0.01341
ושונות 0.00912
הנוגעות 0.00694
וקשות 0.00664
ללא 0.0062

ניתן לעשות
כדי 0.04717
שימוש 0.02607
משהו 0.01977
רק 0.0155
למען 0.00912

ורבי אליעזר
בן 0.19111
אומר 0.04746
בנו 0.02737
סבר 0.02502
ורבי 0.0222

אולי רק
נדמה 0.01441
כדי 0.00759
פעם 0.00688
מפני 0.00575
קצת 0.00498

שראו אור
בשנים 0.03569
בדפוס 0.0205
לאחרונה 0.01623
הדפוס 0.01488
בהוצאת 0.01465

גם היהודים
וגם 0.03323
עצמם 0.01276
בארצות 0.00575
הם 0.00553
היושבים 0.00475

איפה אני
נמצא 0.07227
עומד 0.02914
נמצאת 0.02787
יכול 0.02585
ואיפה 0.02013

שבין יהודים
לערבים 0.1034
ונוצרים 0.06613
לנוצרים 0.06445
לבין 0.06189
וערבים 0.04391

בעת ההיא
לאמר 0.00904
ידום 0.00412
וירד 0.0041
אמר 0.00378
יקראו 0.00322

שאלות ותשובות
בהלכה 0.00891
שאלות 0.00798
בענייני 0.0058
הגאונים 0.00529
שלו 0.00499

מראשית שנות
השלושים 0.11633
העשרים 0.11358
השמונים 0.08633
החמישים 0.08253
השבעים 0.07274

מחיר גבוה
מדי 0.04647
מאוד 0.03477
בעד 0.02371
עבור 0.01878
ביותר 0.01767

חייא בר
אבא 0.31754
אשי 0.12118
אבין 0.05641
יוסף 0.05569
אמי 0.01809

נוכל למצוא
גם 0.02843
פתרון 0.01073
אצל 0.00865
בדברי 0.0082
תשובה 0.00722

למלך שהיה
מהלך 0.02884
יושב 0.02301
בנו 0.01966
משיא 0.01731
מבקש 0.01087

שלא בפני
בע 0.03423
בית 0.02728
עדים 0.0238
בעלה 0.0186
השליח 0.01513

התשובה לכך
נעוצה 0.02912
אינה 0.02273
פשוטה 0.01834
שלילית 0.018
מצויה 0.01735

— כדי
שלא 0.06231
למנוע 0.02274
שיהיה 0.00977
להגיע 0.00914
לשמור 0.00912

להופיע בפני
בית 0.08569
הוועדה 0.06616
ועדת 0.03859
קהל 0.02677
הציבור 0.02333

ובמקום שיש
חילול 0.03466
שלום 0.03114
מנהג 0.01962
חלול 0.01961
צורך 0.01906

הר גבוה
ותלול 0.04854
כזה 0.02378
מאד 0.0232
וגבעה 0.02246
מאוד 0.01306

נציגי המפלגות
הדתיות 0.08508
הציוניות 0.06322
השונות 0.04529
הסוציאליסטיות 0.03539
היהודיות 0.03047

הגדול ביותר
בעולם 0.02264
בארץ 0.01531
בתולדות 0.00839
— 0.0067
בהיסטוריה 0.00533

דוד בן
גוריון 0.07027
ישי 0.04769
זכאי 0.03812
יהודה 0.02369
אברהם 0.01857

בשם הרב
